user_id, review_id, listing_id
175,657,4815
78,520,7283
915,814,1245
686,787,3262
320,394,5451
384,10,2922
969,429,9649
990,991,3151
669,888,8597
788,950,8942
329,774,5093
411,925,6395
892,714,1004
405,1000,3504
774,955,4499
164,386,541
9,796,641
480,6,5080
772,505,4618
682,552,6812
46,638,3439
665,459,6430
595,391,8996
326,474,8387
912,390,4348
874,74,4503
992,254,4271
691,270,4326
973,545,7374
195,48,6756
629,298,7973
561,267,7130
731,128,9672
371,200,9843
649,674,5507
350,314,8749
53,77,7157
401,614,772
740,624,252
312,834,5092
928,663,8320
17,537,9302
206,133,4818
928,749,8134
34,729,5884
897,596,9756
353,269,7788
990,206,9572
403,7,9236
232,723,8638
284,39,6038
704,747,5203
780,572,1042
404,469,7124
798,423,4172
192,511,458
256,189,1993
542,83,5124
945,328,979
291,397,9740
455,738,2133
872,602,9971
846,238,6622
99,499,2298
1,299,2966
436,848,5761
33,746,4233
334,275,7245
497,562,3536
912,663,5665
318,363,7097
602,397,4250
38,761,4865
36,884,3614
125,556,336
662,479,9098
727,166,3670
229,990,324
679,673,5033
589,723,9867
637,536,3129
90,62,3559
12,924,4527
578,912,7285
747,981,6541
939,88,4324
115,174,1562
203,424,3469
641,653,5882
208,885,5095
465,119,7485
736,997,2063
828,685,9124
872,961,3136
546,848,9142
213,86,8547
576,626,8561
73,559,8774
102,156,6797
456,80,7314
655,98,9172
834,847,1270
101,377,2168
13,345,9337
133,870,3198
833,126,4471
440,854,3350
969,534,7658
736,434,5648
7,785,9142
498,480,7026
23,756,2189
487,912,7786
693,937,9778
63,191,2381
881,609,3784
967,920,2568
699,81,404
79,459,5208
453,810,9623
28,654,2121
523,872,8443
137,874,7858
887,16,9828
425,240,948
833,980,6746
553,309,1721
489,497,268
302,78,8054
948,551,2828
61,115,5932
188,730,4722
959,557,2688
209,258,2518
245,451,5929
171,477,8903
534,772,1135
895,481,6209
349,721,5618
863,187,4746
510,652,6798
288,983,179
983,39,1648
206,852,33
402,208,3202
901,120,4532
208,252,3556
408,192,401
617,52,2320
354,329,1349
508,375,6722
674,746,5228
244,56,7768
452,990,728
401,475,869
101,363,1930
304,339,1985
706,5,3409
974,811,8218
314,54,990
51,388,337
383,671,7516
590,808,5072
200,120,5772
72,530,5707
142,304,6264
938,767,7594
972,348,9356
816,782,971
465,117,6971
588,680,7888
897,859,4505
723,989,4423
706,638,2622
775,216,8281
402,235,3566
48,960,745
309,761,9157
976,426,9316
741,427,3871
134,315,9335
975,161,8516
229,238,3191
3,192,6626
164,415,9866
418,837,7094
261,994,6723
796,287,5342
505,32,3008
755,959,3603
549,368,890
407,612,6892
494,712,206
523,336,1001
889,877,3669
753,128,8260
647,155,1488
818,141,7709
687,939,2187
859,272,3379
686,153,250
318,718,5301
99,160,6635
82,303,6023
208,79,1193
148,893,8403
212,789,4601
106,302,575
577,808,1019
594,640,9745
90,699,7100
971,453,6510
881,213,8962
543,25,46
220,701,6126
512,623,5417
177,723,6701
257,813,6538
291,731,7365
874,310,6870
113,816,47
722,917,6456
552,18,439
99,846,6218
183,25,8516
305,995,6272
567,577,9740
703,127,3428
442,755,856
896,27,520
994,119,6629
156,48,3850
84,740,657
387,189,5602
924,123,574
592,482,9616
105,322,5605
446,851,8794
509,40,9723
127,666,7874
760,182,9206
462,482,6213
771,455,9481
594,555,8587
536,957,8564
643,931,2358
826,424,1662
507,28,7439
274,150,8298
511,775,3129
890,327,1423
591,552,2794
111,188,8542
813,320,9083
566,286,1265
589,752,6008
712,26,1911
923,109,7289
485,102,7285
298,807,964
10,69,453
978,771,7729
470,673,2166
366,513,5456
316,488,3442
739,611,7135
774,856,2291
370,312,5867
767,80,8266
327,566,4423
881,453,8706
994,578,8998
821,993,8015
394,130,2138
72,467,937
332,578,6160
158,408,5942
331,190,6947
715,73,9662
667,930,6911
662,866,6737
236,190,3558
934,777,9531
287,586,5498
225,439,2917
274,881,8095
956,961,621
252,595,171
6,186,768
616,457,4249
685,676,9163
67,785,8695
168,28,3573
653,319,7108
938,620,5025
762,956,2110
899,586,1600
614,218,3557
160,347,6810
769,14,2719
789,941,1611
663,19,3253
916,643,215
619,100,5675
261,220,9183
657,330,4975
766,132,1829
169,417,7240
618,182,2750
8,875,2408
431,832,6988
834,754,5311
202,696,2474
967,520,3737
595,406,1024
786,423,9572
538,718,9676
802,880,819
848,336,2176
261,720,7284
562,960,9794
940,636,8419
848,454,9713
843,194,4827
487,810,764
229,340,5751
186,178,181
601,557,2463
187,902,8411
359,727,6059
309,369,8476
444,286,3544
988,594,405
32,592,3069
521,189,940
743,113,3329
109,663,2507
210,277,1521
493,641,6429
920,309,7472
811,462,8228
215,499,8747
642,466,1240
770,442,5173
600,640,2356
119,270,3008
565,62,8596
536,465,5932
647,197,5788
654,379,1859
29,219,2020
942,944,2383
382,415,137
685,331,4837
21,314,893
454,9,5412
160,21,7757
520,341,9749
882,694,7135
600,501,8412
637,131,763
980,222,6172
360,782,7670
12,397,4292
442,646,9110
827,691,3301
962,709,3698
956,165,3294
970,546,1762
189,840,8959
206,660,1987
560,464,5661
838,155,2925
618,372,9533
555,706,2493
701,868,5869
883,796,229
801,971,449
726,50,9689
508,881,1110
691,228,6914
485,737,5593
395,98,7666
916,163,617
859,626,4274
792,818,2400
731,837,4561
144,206,2171
891,56,6083
505,897,5733
682,862,5409
621,603,4046
105,16,6985
973,850,1932
863,71,3343
296,116,6616
538,628,2930
580,268,9031
859,355,930
216,328,6343
943,640,1865
610,613,3693
218,991,8494
114,853,709
667,319,8164
783,93,2273
208,10,1206
506,90,4663
68,636,944
924,482,3033
864,933,5201
182,830,2038
511,883,6753
578,841,3212
633,827,7279
672,526,3992
583,63,1525
189,351,5528
917,747,2869
268,361,6637
224,297,2634
213,148,3348
4,14,6178
113,771,2039
671,369,8796
563,189,3767
856,682,6756
634,207,6582
813,162,3978
231,406,3666
423,177,4215
853,180,9024
382,116,4995
208,195,5341
986,593,774
32,754,7716
925,688,7668
523,124,482
845,450,5554
175,510,5226
642,116,7272
722,167,3879
224,646,9023
200,98,899
308,41,8588
442,530,1703
94,839,5127
720,56,2045
631,915,8731
706,617,7843
445,419,9107
525,526,9627
865,990,7754
476,405,9753
359,849,7189
212,223,2509
322,201,1983
858,923,2247
483,219,2296
508,669,3285
254,35,5080
475,18,6051
470,247,2103
637,394,3183
82,444,4771
378,667,7268
997,752,7773
214,466,5480
851,110,5346
279,309,2752
880,395,682
776,26,2695
589,318,6725
709,16,6603
448,99,8705
630,573,2143
572,103,3294
751,239,9286
784,326,410
845,395,349
726,616,4971
760,68,7077
805,938,9570
507,160,2079
8,140,749
252,169,6377
120,522,150
390,610,2584
355,912,8923
330,997,8
80,900,6492
808,426,5078
220,314,2268
249,836,6605
777,849,8820
449,296,5995
630,619,3714
529,127,8112
7,807,4377
745,111,2087
316,923,715
912,922,6955
963,506,8018
221,400,2185
868,691,7067
379,337,7766
583,633,4326
202,857,4787
465,66,2017
348,271,6694
12,55,4016
180,727,344
324,869,8208
902,307,6957
744,120,6792
635,347,7133
219,78,6034
475,105,14
171,182,3784
865,782,4835
596,47,5270
815,707,500
530,569,7565
627,184,6195
858,887,45
75,259,3468
142,959,1518
958,664,8081
220,729,4372
276,725,1039
609,885,5652
935,791,8732
802,908,6375
109,272,9209
734,12,2382
575,520,8358
746,933,5689
627,222,3857
801,919,7224
452,634,7072
318,795,8155
41,63,4107
926,112,9695
666,762,9341
939,199,7270
270,162,3776
461,298,7751
781,226,3778
276,212,7956
487,110,5482
547,318,5248
792,204,1383
877,295,1870
935,258,5040
656,134,2987
307,656,9915
81,369,4831
992,660,5492
693,712,6953
421,384,1787
808,511,3031
130,715,7314
345,781,4562
216,92,9770
559,859,5194
216,22,8613
791,520,2470
246,388,7649
985,50,4722
18,149,7201
605,791,6263
192,942,4218
958,36,2283
804,356,4352
184,581,387
976,501,4588
740,788,7795
263,837,1558
523,993,4181
193,370,2523
470,947,2574
9,178,8649
332,341,1147
92,240,8098
882,120,7137
94,655,8170
878,704,5735
306,939,3113
509,481,4120
408,696,8586
299,455,4518
545,415,8992
811,582,1901
429,769,5459
866,964,4546
13,436,2342
448,800,515
501,158,679
901,590,4535
996,847,9171
131,73,7655
679,682,5554
910,860,2176
683,107,1939
838,934,6003
285,224,3931
163,543,6501
875,735,2740
573,101,733
167,530,623
115,717,5982
213,890,8909
423,510,5700
685,184,6395
165,949,262
387,239,9925
708,706,635
530,890,2300
268,536,2402
286,100,4114
404,868,2892
212,644,9199
859,662,5786
37,840,4490
805,464,7265
37,493,9265
935,56,510
829,815,1856
369,9,6424
974,423,3641
682,466,891
944,237,2252
537,291,7074
728,683,2112
687,317,8910
766,830,922
73,854,1249
35,493,9658
638,847,920
361,893,6518
894,223,5479
137,792,5412
341,301,2907
982,928,3476
654,16,8896
803,896,361
40,446,6007
897,919,8588
519,544,2047
66,495,742
199,385,7697
581,548,4030
673,686,868
954,718,2786
416,77,2750
54,510,7918
808,734,1143
208,589,5434
555,19,2860
772,893,9801
886,610,7986
462,936,5270
412,514,5628
867,122,5295
548,865,2494
948,722,3533
702,182,7024
504,544,1482
893,569,3601
463,780,8067
266,490,361
286,683,7318
23,276,7602
974,424,4163
803,192,1689
750,289,7639
475,363,2585
977,875,4101
40,304,5233
712,981,8913
588,129,822
204,279,4810
95,778,3792
416,616,5256
952,325,6325
719,156,273
223,955,5207
76,647,4572
955,280,8146
945,480,9074
569,302,8819
825,847,8467
873,659,7991
735,491,4863
778,821,2384
781,963,86
417,576,3198
65,988,8723
840,396,1819
842,126,7427
626,209,3850
699,750,6277
495,302,8057
677,783,5755
719,864,3979
926,547,1920
607,103,1633
605,594,447
660,397,7997
727,696,722
526,958,514
981,274,6550
233,46,4749
485,64,6214
214,888,3963
138,178,793
733,740,802
501,175,5285
1000,370,149
505,819,8068
977,661,6602
150,124,7001
89,975,2142
413,861,5579
522,352,7080
554,139,8949
963,202,9128
427,982,7938
615,348,4810
962,414,902
568,116,9337
601,888,6632
629,797,8126
255,88,1933
384,324,1233
165,217,8098
514,997,5636
19,385,6615
826,689,2839
971,946,5808
425,323,9092
658,933,6164
431,184,1808
797,853,8459
542,218,501
639,319,1207
275,824,5315
506,887,9105
898,765,1988
652,409,2697
292,120,4761
25,100,7341
880,909,3374
195,584,8818
340,155,7161
742,976,5381
259,729,2069
523,800,4739
489,232,9573
251,865,6118
720,691,1425
193,738,7719
462,620,6145
984,737,306
703,518,3393
736,655,5503
687,446,356
459,963,9317
867,444,3318
987,843,160
824,74,1085
504,714,5422
74,579,8961
27,484,3816
991,515,3135
794,235,2749
49,447,1861
464,703,7648
3,786,6580
812,775,8733
128,392,8277
889,918,2214
175,91,6672
61,548,6811
688,377,5899
522,423,9004
452,788,6980
712,51,998
255,23,7446
835,967,2430
143,858,279
398,841,4763
350,145,9103
668,579,4811
199,369,9682
765,322,7045
472,369,4433
674,334,8534
674,633,6102
898,773,7921
520,537,1114
77,185,1375
943,623,9462
51,369,3165
465,382,1002
736,800,5758
192,578,4957
806,548,4286
867,964,4957
452,784,6441
886,160,4883
464,618,665
78,922,5202
395,800,4885
105,64,6276
557,66,3994
647,600,6698
468,291,1182
244,23,151
164,538,7219
464,294,4598
959,196,2043
841,747,7353
472,255,7958
529,637,6279
801,584,7134
339,130,5530
653,903,6040
934,844,6379
522,16,869
320,668,5963
56,753,7523
597,323,184
32,591,729
676,558,5539
301,146,2127
328,953,9364
140,1000,8189
309,645,9090
909,432,2632
44,183,6731
917,96,8014
632,85,3713
710,616,963
650,890,5632
307,657,3278
6,239,4785
251,695,5547
778,67,465
284,804,7069
278,836,871
270,41,7954
328,319,1615
795,637,9030
287,315,6924
541,302,3380
671,205,7242
390,955,7899
595,533,1114
249,328,8858
966,81,1897
341,498,1030
797,151,2916
511,401,2448
432,120,846
716,128,9339
576,612,4706
284,487,8078
229,146,6438
396,56,3036
104,123,6210
371,449,5180
215,125,1998
875,903,3734
696,211,9363
252,420,8248
75,621,5611
905,951,589
505,215,9474
628,94,8945
152,536,746
318,609,1374
261,123,570
701,336,3648
638,713,1174
905,495,2674
366,194,9686
719,893,7858
359,86,3876
949,131,7345
590,39,1742
851,606,6590
772,893,2378
822,409,2605
972,461,9753
624,755,5450
843,283,269
277,311,8873
198,421,4575
203,488,2961
255,711,9434
942,940,6381
446,701,3451
330,967,5896
889,946,6902
660,441,4763
336,25,3102
71,672,4317
144,680,8486
178,177,477
890,324,6962
232,869,3828
737,293,2546
838,12,4147
32,672,8454
185,822,8972
297,891,6594
418,750,6419
587,472,6741
482,653,89
311,785,1217
905,816,6145
2,265,8047
223,451,2477
46,849,458
535,678,9040
794,136,328
124,377,2559
253,927,2074
339,914,6641
314,721,8770
555,615,2357
713,516,8529
966,795,8241
907,542,3319
813,589,9098
140,266,7012
292,562,7521
438,634,1339
125,122,2488
527,805,2968
207,498,6343
125,4,7882
433,577,7113
486,328,9622
709,714,4907
886,859,6923
901,438,3144
53,841,4669
942,490,1117
166,505,9051
369,685,1542
489,995,582
130,57,9227
314,974,5309
746,380,2002
857,389,9917
127,32,9331
964,559,9303
355,890,873
921,517,7177
861,535,5961
740,469,254
121,187,2667
210,156,1040
370,850,7422
931,198,7384
384,704,3724
733,32,6682
695,525,4322
293,974,8611
147,800,6617
444,416,7769
76,903,5199
187,528,4831
33,22,1910
957,788,6176
830,766,5615
984,131,8235
516,244,153
442,567,9132
631,469,4739
138,598,183
931,193,46
179,984,6584
292,189,9645
956,875,7798
852,446,4089
596,276,4483
27,217,5756
550,964,8856
10,524,6001
907,258,5210
75,519,7452
798,968,8607
293,872,4697
32,489,8121
140,716,3839
810,35,9624
419,858,3074
877,713,4022
147,717,8115
359,865,2176
771,329,4121
296,776,8841
233,804,9798
594,206,9915
78,884,8878
262,606,3112
805,630,8376
426,131,8270
137,95,6304
896,626,1972
831,526,4896
679,87,152
37,616,3410
183,77,6401
254,822,3817
516,220,6835
831,171,9678
103,665,6426
233,737,8106
874,135,8966
765,156,5781
486,540,6386
461,97,9463
568,985,9181
187,821,6528
415,639,4392
211,192,9601
309,759,194
959,170,6114
226,255,6461
155,194,5781
163,707,4470
33,36,6329
338,336,2432
648,417,3278
691,32,679
913,829,9463
727,613,6996
955,764,3714
186,516,5114
250,878,2550
468,735,6519
680,988,3412
244,266,4164
513,633,5458
844,202,2997
798,961,1099
695,200,2006
189,897,8400
135,186,658
409,428,6860
695,987,1825
104,762,4011
81,634,4059
414,293,1477
165,305,6426
530,467,7907
54,950,8131
817,117,7058
465,595,1612
365,334,7187
960,719,9220
222,853,3565
521,467,6828
83,938,2006
878,512,23
577,296,5765
431,600,191
388,542,3675
270,697,8921
175,117,9872
601,831,8294
410,144,7265
556,565,8536
496,882,9397
802,80,9370
631,882,7172
916,91,4289
617,48,7305
809,708,1
145,86,7846
917,378,3837
528,829,7099
625,55,2915
220,482,4088
947,385,933
462,141,3095
381,514,4853
159,522,8048
101,744,8276
96,896,2234
761,206,8181
606,188,4671
86,921,5693
499,227,3453
137,36,8440
255,779,7677
430,286,5446
52,116,4461
282,486,3247
713,338,6959
872,359,2622
738,844,7891
701,82,9731
505,835,6835
617,675,4245
826,573,9412
495,74,4677
390,885,8710
143,515,7523
280,234,2290
968,983,5690
249,794,7627
36,720,2511
418,47,8707
61,901,6761
713,424,907
561,507,2285
6,812,3276
596,865,1605
894,88,6207
525,762,5524
137,775,6611
827,575,5266
146,35,6215
599,666,8264
701,876,6408
97,161,2787
136,729,2531
355,486,1097
430,44,5431
511,88,6764
595,867,1669
301,604,5363
272,685,5138
316,900,2769
56,259,3538
25,541,9012
512,746,6566
519,589,6552
895,622,5952
705,878,2222
584,390,2552
59,321,5228
781,691,4099
81,653,8499
16,522,2650
639,478,7936
85,482,1912
352,436,8306
686,803,8883
657,919,9394
491,269,9486
311,106,3592
566,836,1564
550,716,5394
736,432,7375
927,322,241
296,63,406
432,754,327
213,332,4639
401,287,6007
675,819,5794
115,653,5017
600,619,7664
892,454,628
882,909,5243
563,876,2409
871,605,2217
300,121,105
